school_type_enc,subject_category_enc,total_students,teacher_count,past_avg_score,past_pass_rate,submission_rate,marks_deadline_set,days_to_exam,years_of_history,predicted_avg_score
4,2,138,5,75.29,0.685,0.3263,0,48,7,63.78
4,1,281,12,61.58,0.6255,0.7901,1,283,10,54.75
3,1,224,11,62.76,0.5613,0.5071,1,229,5,66.38
4,1,75,5,72.01,0.6584,0.5345,0,93,4,70.2
3,1,302,14,56.55,0.4903,0.9366,1,11,10,62.07
3,1,83,3,65.27,0.682,0.561,1,352,5,61.02
3,1,115,6,59.44,0.5863,0.5091,1,327,3,56.49
1,1,108,7,19.36,0.1739,0.8787,1,189,2,26.89
1,2,246,18,54.54,0.5694,0.5838,1,327,8,54.19
1,3,141,6,32.67,0.304,0.95,1,28,7,36.03
4,1,215,10,71.86,0.7455,0.4733,0,247,6,70.2
1,3,94,5,70.65,0.6607,0.5162,1,336,8,62.94
3,1,175,13,62.66,0.5412,0.982,1,80,1,64.75
2,2,199,8,44.05,0.4293,0.7034,1,23,1,38.47
3,2,95,3,68.51,0.685,0.3624,0,145,9,55.92
1,1,320,21,36.07,0.3825,0.7707,1,50,1,41.1
3,3,231,10,0.0,0.0,0.939,1,57,0,66.03
3,2,73,2,62.04,0.5279,0.5213,1,194,9,53.99
2,3,312,13,63.18,0.6395,0.9333,1,332,3,65.7
1,2,111,5,61.03,0.5966,0.5026,1,277,10,55.32
2,2,305,20,48.9,0.4392,0.6721,1,217,6,54.02
4,3,88,4,74.4,0.753,0.9889,1,217,4,72.07
2,3,119,5,54.85,0.4844,0.849,0,33,9,54.81
1,3,166,6,37.87,0.3222,0.3609,0,17,9,19.56
4,1,100,4,71.42,0.6805,0.8402,1,237,1,68.23
2,3,121,5,67.74,0.6169,0.6369,1,35,10,61.93
2,1,55,2,59.98,0.6419,0.4536,0,228,8,54.7
1,2,325,18,46.96,0.4748,0.8442,1,151,4,57.16
3,1,270,18,45.34,0.4405,0.8217,0,270,2,46.6
2,1,155,7,54.76,0.5835,0.6551,1,216,4,54.59
1,1,169,11,47.14,0.4662,0.8995,1,281,3,47.23
2,3,101,4,46.35,0.483,0.7099,1,184,5,46.29
1,3,181,8,52.0,0.5182,0.8349,1,318,6,59.41
3,1,150,9,56.23,0.5281,0.7662,1,262,5,57.3
1,3,64,4,80.05,0.7214,0.998,1,47,2,92.99
1,3,94,6,65.19,0.5897,0.4411,0,310,3,50.91
4,1,72,4,75.3,0.6871,0.8732,1,133,3,78.32
1,2,28,2,39.17,0.413,0.5265,0,179,7,42.43
2,3,167,13,72.36,0.7156,0.7064,0,331,5,68.61
1,3,105,6,0.0,0.0,0.5979,1,117,0,51.04
2,1,255,17,51.76,0.444,0.862,1,197,2,50.78
3,3,246,17,56.08,0.5297,0.3193,0,99,1,46.27
4,1,62,4,70.12,0.6722,0.5831,1,276,1,66.83
3,2,105,4,41.69,0.4537,0.8055,1,237,9,43.07
3,2,35,2,68.09,0.6427,0.9636,1,307,4,76.13
1,1,298,12,51.37,0.5201,0.9084,1,37,1,53.47
2,3,148,6,63.92,0.6805,0.5371,1,285,8,58.26
1,2,158,9,47.54,0.4623,0.5699,1,122,2,43.68
1,3,241,11,63.32,0.5509,0.7304,1,358,8,59.47
1,1,30,2,62.03,0.6394,0.3907,0,336,10,51.22
1,1,75,4,35.01,0.3542,0.647,0,319,8,36.53
3,2,219,10,60.68,0.5553,0.747,0,317,8,56.35
4,2,64,4,54.83,0.5347,0.6571,1,250,4,58.34
1,1,331,26,47.63,0.446,0.6807,1,274,10,53.45
3,3,87,5,75.75,0.7949,0.9953,1,199,2,78.33
2,3,217,10,48.66,0.4201,0.5256,0,324,8,38.24
4,3,344,15,70.3,0.63,0.4473,0,34,8,61.16
3,3,88,3,59.38,0.6136,0.8219,1,290,8,56.04
4,2,124,7,71.4,0.7012,0.4473,0,89,3,64.93
4,3,176,8,61.78,0.6379,0.5793,1,134,8,58.41
4,3,295,16,85.71,0.7949,0.5411,1,30,1,80.34
4,1,206,8,60.11,0.5173,0.6145,1,355,5,48.75
3,2,123,5,0.0,0.0,0.7349,1,167,0,57.52
4,2,296,15,0.0,0.0,0.8654,1,198,0,74.95
2,3,166,10,48.51,0.4688,0.5308,1,362,2,46.96
1,2,147,10,59.72,0.5606,0.6289,1,171,3,64.82
1,2,77,5,38.37,0.3698,0.9393,1,73,9,43.64
2,1,328,24,48.51,0.4615,0.6129,1,218,10,51.18
1,3,338,15,56.98,0.5923,0.6947,1,246,7,61.45
1,1,119,8,0.0,0.0,0.5147,1,64,0,35.58
2,3,293,12,64.87,0.6547,0.8646,1,315,3,63.88
1,3,342,16,66.07,0.6223,0.567,1,39,6,68.5
1,3,319,20,57.82,0.5681,0.5132,1,81,8,57.69
4,1,135,6,77.55,0.6879,0.4513,0,182,8,64.8
1,3,175,12,47.41,0.5013,0.889,1,182,8,59.35
2,2,48,2,63.25,0.5561,0.7292,0,19,1,68.21
1,3,129,7,43.89,0.4687,0.3847,0,243,6,34.15
1,2,114,5,55.69,0.5983,0.9087,1,270,4,55.13
1,2,345,14,47.0,0.4162,0.5885,0,145,6,35.57
3,3,180,7,0.0,0.0,0.9926,1,109,0,73.75
3,2,306,14,76.26,0.6742,0.4286,0,201,8,61.96
1,3,214,11,0.0,0.0,0.5237,1,198,0,48.72
1,2,171,8,0.0,0.0,0.7266,1,140,0,46.6
4,3,318,14,68.02,0.681,0.8649,1,357,10,74.76
4,1,299,13,66.94,0.6333,0.6241,1,179,9,62.03
3,3,341,15,74.27,0.6514,0.9035,1,124,3,69.72
3,1,313,16,0.0,0.0,0.8498,1,295,0,60.17
4,1,238,9,0.0,0.0,0.587,1,120,0,58.01
3,3,291,14,76.82,0.7817,0.6809,1,134,5,79.8
1,2,26,2,44.11,0.3906,0.805,1,184,6,47.32
1,3,232,11,50.11,0.4942,0.6635,0,57,5,50.64
4,2,233,11,68.8,0.658,0.8428,1,84,3,67.88
2,3,86,5,58.78,0.6139,0.5745,1,310,3,55.7
3,3,45,2,56.53,0.4814,0.7171,1,210,2,57.07
4,1,223,12,68.56,0.5967,0.6365,0,23,1,66.07
1,3,167,12,45.44,0.4228,0.8868,1,332,10,50.89
2,3,346,24,68.83,0.623,0.5084,1,263,5,63.68
4,1,54,2,74.6,0.7763,0.565,1,80,7,62.33
3,1,276,12,55.78,0.6028,0.991,1,299,7,58.68
3,1,228,9,47.35,0.4256,0.4277,0,77,10,38.18
3,2,201,8,60.88,0.5341,0.5396,1,15,6,59.08
2,3,77,5,91.15,0.9458,0.5823,0,352,2,87.7
3,1,201,11,50.92,0.4606,0.6673,0,161,3,46.29
2,3,190,15,69.64,0.7343,0.6424,1,37,6,72.6
2,2,77,4,61.68,0.541,0.5548,0,265,8,54.04
2,1,32,2,50.77,0.5357,0.5912,1,331,10,49.75
2,2,112,5,28.66,0.2962,0.8656,1,320,5,25.68
2,3,149,6,67.49,0.6274,0.4259,0,240,8,61.44
1,2,350,19,46.7,0.5051,0.5631,0,41,10,37.88
2,2,290,13,69.57,0.7243,0.5718,1,347,2,64.76
2,1,106,8,57.03,0.5815,0.5074,1,181,6,50.3
1,3,160,9,48.47,0.5053,0.8399,0,81,2,45.6
3,3,329,13,62.87,0.6272,0.6343,1,230,8,54.5
1,1,89,3,0.0,0.0,0.8992,1,319,0,35.42
4,3,331,15,62.99,0.5559,0.6689,1,322,4,62.63
1,3,345,18,62.93,0.6864,0.5179,1,345,7,54.76
2,1,303,17,48.08,0.5256,0.8136,0,241,6,52.3
3,2,57,2,56.45,0.6172,0.7661,1,206,10,53.65
4,3,279,13,69.67,0.6821,0.8468,0,29,2,66.92
3,3,120,5,57.86,0.5451,0.9415,1,349,3,63.65
4,2,342,20,64.69,0.57,0.7709,1,185,7,66.59
3,2,226,12,76.52,0.6879,0.9076,1,160,6,75.94
2,3,297,13,66.96,0.6063,0.7731,1,303,4,59.27
1,2,192,13,45.25,0.4663,0.5889,1,185,5,36.7
2,2,326,21,68.43,0.6991,0.7732,0,268,3,75.43
1,3,38,2,44.81,0.439,0.9748,1,296,7,49.84
4,3,172,7,85.09,0.8559,0.9469,1,305,3,86.07
1,1,109,8,54.03,0.5718,0.618,1,29,8,58.85
4,2,70,4,80.84,0.728,0.3954,0,327,7,74.37
2,2,293,22,39.11,0.3762,0.508,1,327,6,36.94
1,2,69,5,72.98,0.7169,0.848,1,278,5,80.61
4,3,92,4,0.0,0.0,0.5649,1,273,0,80.47
3,2,194,10,69.69,0.6649,0.932,1,308,6,66.54
4,3,251,16,76.54,0.7482,0.9466,1,153,2,84.45
3,3,187,8,41.74,0.3849,0.6523,1,324,9,49.76
4,2,38,2,0.0,0.0,0.5214,1,167,0,54.04
2,1,146,10,59.05,0.5121,0.487,0,27,1,46.47
2,3,118,5,45.08,0.4173,0.7624,1,206,4,42.74
4,1,280,11,62.11,0.6504,0.6463,1,221,3,66.29
2,3,288,11,67.35,0.7273,0.9749,1,45,2,63.39
2,3,303,13,54.93,0.4755,0.3788,0,340,1,43.04
1,3,218,10,52.47,0.5141,0.7448,1,114,1,49.94
1,3,109,4,38.08,0.3671,0.9499,1,255,6,41.03
4,2,312,15,82.17,0.7263,0.6142,0,26,7,68.89
4,2,308,20,73.97,0.6623,0.5605,1,250,1,77.56
2,1,251,11,45.48,0.4919,0.9833,1,24,3,47.29
2,3,235,10,62.28,0.6318,0.8202,1,130,1,56.73
2,1,211,9,55.1,0.5771,0.7701,1,173,3,52.84
4,1,275,12,62.04,0.5612,0.6449,1,20,7,51.55
3,2,280,14,67.4,0.6033,0.9124,1,308,1,71.0
2,2,60,4,58.55,0.5663,0.7489,1,67,5,68.22
2,2,95,4,42.47,0.4614,0.5653,1,24,8,43.3
1,1,211,12,0.0,0.0,0.5866,1,32,0,25.2
4,3,282,15,74.09,0.7581,0.9393,1,351,9,83.77
3,1,56,2,0.0,0.0,0.453,0,164,0,55.63
2,2,318,19,37.96,0.329,0.5815,1,117,7,42.41
1,1,101,4,36.36,0.3624,0.512,1,165,2,23.85
2,2,286,19,62.63,0.6613,0.7883,1,250,9,66.19
4,1,336,13,64.77,0.6691,0.3866,0,361,2,60.1
4,2,52,3,61.19,0.5337,0.5215,0,76,10,56.26
1,2,94,4,48.08,0.4613,0.809,0,119,10,42.41
1,2,197,13,0.0,0.0,0.7277,1,350,0,40.26
3,3,169,11,83.51,0.7692,0.8415,1,330,1,77.72
1,3,192,7,44.22,0.3778,0.5968,1,197,2,39.08
3,3,25,2,62.17,0.6397,0.6726,1,365,3,57.03
1,1,257,18,39.18,0.3869,0.6937,1,76,4,46.58
2,1,104,8,52.75,0.571,0.6809,1,92,7,49.95
3,1,110,5,0.0,0.0,0.8608,1,53,0,56.3
1,2,141,10,47.18,0.4137,0.9765,1,91,4,58.39
1,1,41,2,28.89,0.2468,0.9525,1,264,1,31.74
4,2,241,10,61.7,0.6155,0.674,1,155,4,58.12
4,1,79,5,68.89,0.6651,0.3243,0,40,4,61.81
1,1,131,10,23.68,0.2248,0.545,1,92,6,23.83
4,3,74,3,73.34,0.6906,0.626,0,65,10,73.0
4,1,125,6,59.59,0.5753,0.3438,0,34,6,51.62
3,2,276,17,83.14,0.7431,0.5124,1,299,6,78.41
3,2,243,11,68.06,0.599,0.4094,0,353,9,60.17
2,3,250,10,48.73,0.5226,0.5745,1,190,6,37.72
2,3,268,21,0.0,0.0,0.7015,1,227,0,62.77
1,1,84,6,55.88,0.6026,0.712,0,144,9,59.69
2,3,313,14,53.1,0.5438,0.6575,1,351,10,54.84
2,1,155,7,57.43,0.581,0.7485,1,212,8,54.96
4,3,262,13,74.24,0.6534,0.8015,1,159,10,80.55
1,1,135,7,0.0,0.0,0.7855,1,137,0,60.31
3,2,118,8,66.92,0.6663,0.9978,1,238,8,72.03
1,1,109,4,28.63,0.2533,0.328,0,245,10,23.5
2,1,70,4,36.26,0.3654,0.6297,1,289,2,32.53
1,1,339,17,39.24,0.383,0.7924,1,85,9,38.55
4,1,300,16,74.37,0.7267,0.9257,1,289,9,71.79
4,2,86,4,71.26,0.6987,0.6166,1,235,5,70.39
1,3,113,8,0.0,0.0,0.5234,1,252,0,46.74
2,1,219,11,62.06,0.628,0.3868,0,265,4,53.45
3,1,283,20,49.78,0.4952,0.9651,1,254,6,58.16
1,3,206,13,48.55,0.5085,0.6773,1,32,1,55.0
4,3,170,8,66.75,0.6605,0.6887,1,64,8,66.64
4,1,174,8,64.1,0.5902,0.6919,1,137,9,56.74
3,3,286,17,62.73,0.6028,0.4859,0,207,1,62.88
3,3,149,6,84.48,0.7181,0.9801,1,123,6,92.36
3,3,141,7,61.03,0.5397,0.7398,1,279,6,54.61
4,1,344,15,67.11,0.7097,0.8783,1,137,1,71.49
3,3,108,4,60.63,0.6237,0.4173,0,218,3,56.21
2,1,155,9,49.32,0.5216,0.3911,0,152,8,41.94
3,2,74,4,69.7,0.5979,0.459,0,24,10,62.39
1,2,272,11,39.47,0.361,0.8765,1,332,1,38.84
1,3,26,2,26.43,0.2797,0.4493,0,236,7,23.79
1,1,192,9,49.43,0.4876,0.7692,1,137,6,47.08
4,3,284,16,62.64,0.6403,0.6637,1,311,4,63.52
1,1,88,4,53.6,0.5477,0.6807,1,205,9,50.87
1,2,241,11,0.0,0.0,0.6278,0,294,0,57.48
4,1,89,6,62.0,0.5673,0.5279,1,258,9,60.32
3,1,177,9,60.09,0.649,0.8412,1,150,9,63.13
4,2,248,16,0.0,0.0,0.9657,1,171,0,74.25
4,2,300,12,62.56,0.6023,0.884,1,123,9,65.01
1,2,91,6,61.74,0.5836,0.6484,0,224,5,64.4
3,3,348,21,68.34,0.6402,0.5046,1,355,9,58.06
1,1,102,6,45.3,0.4636,0.7006,1,171,7,53.01
1,2,168,7,54.67,0.4773,0.9259,1,138,1,52.63
4,1,28,2,68.84,0.674,0.8555,1,296,8,72.2
2,1,329,14,52.99,0.5092,0.5068,1,149,5,37.4
4,2,109,5,84.86,0.9164,0.5908,0,127,6,78.89
4,2,326,15,75.48,0.6506,0.9869,1,335,8,82.7
2,2,90,6,78.75,0.7332,0.8985,1,147,8,82.38
1,1,181,8,35.13,0.3559,0.5728,1,110,4,33.55
2,1,103,4,46.46,0.4838,0.7456,1,327,7,49.79
1,2,130,8,36.02,0.3642,0.5832,1,96,4,39.73
4,3,111,4,74.29,0.7323,0.5336,1,208,7,68.63
2,1,124,9,58.44,0.6421,0.6625,1,289,9,54.76
2,2,142,6,0.0,0.0,0.8065,0,334,0,54.35
4,2,267,14,69.31,0.649,0.4398,0,353,8,54.87
3,2,297,20,66.45,0.7108,0.7376,1,327,8,69.4
1,1,189,12,65.94,0.7189,0.6277,1,285,9,66.76
4,3,325,17,62.92,0.674,0.7994,1,166,2,68.31
2,2,78,5,54.04,0.4907,0.9309,1,316,7,58.29
4,3,129,5,75.85,0.6877,0.7607,1,131,10,71.08
1,3,306,16,52.47,0.5617,0.3948,0,273,6,42.26
1,3,110,7,0.0,0.0,0.5075,1,127,0,23.77
2,1,222,12,66.43,0.5837,0.754,1,333,6,61.23
4,3,222,16,67.34,0.6351,0.6444,1,130,8,68.34
3,2,68,3,0.0,0.0,0.6382,1,291,0,50.96
2,1,326,20,51.81,0.5427,0.4092,0,18,10,36.83
2,1,214,9,66.84,0.6665,0.5373,1,20,4,52.6
1,2,224,12,33.36,0.2897,0.6965,1,199,1,30.5
1,3,140,5,0.0,0.0,0.7708,1,61,0,49.19
3,3,265,21,84.78,0.8817,0.7741,1,160,9,86.38
2,2,343,19,42.47,0.4255,0.764,1,286,6,40.31
1,2,295,11,50.06,0.4346,0.7416,0,229,10,44.38
2,2,257,10,0.0,0.0,0.6184,1,21,0,47.84
1,1,208,11,32.97,0.3233,0.9363,1,204,10,45.39
1,3,213,8,55.75,0.545,0.5589,1,259,1,46.54
4,2,95,5,59.9,0.5993,0.5483,1,354,6,61.22
2,2,72,3,40.56,0.3717,0.6317,0,254,9,37.7
3,3,160,7,56.32,0.5163,0.7528,0,187,5,53.88
1,2,247,11,47.1,0.4152,0.7485,1,10,2,42.6
1,3,137,5,68.71,0.6544,0.7297,1,118,5,66.55
4,1,282,19,51.85,0.5555,0.5292,1,258,8,49.11
2,1,148,11,37.92,0.3292,0.7711,1,201,6,46.69
3,3,55,4,66.96,0.599,0.9036,1,346,9,73.89
1,2,47,2,53.63,0.5828,0.7203,1,301,3,51.97
4,1,245,12,79.12,0.7232,0.994,1,54,10,78.74
3,3,141,6,56.35,0.5913,0.7066,1,294,2,51.67
4,2,92,4,71.82,0.6847,0.9797,1,273,4,70.32
2,2,300,22,62.57,0.5374,0.5769,1,297,1,59.13
2,1,264,11,51.24,0.5288,0.762,1,133,3,45.21
3,1,164,6,58.24,0.5007,0.5969,1,290,6,54.06
3,2,302,16,77.08,0.8093,0.9907,1,332,8,85.11
3,2,194,11,70.84,0.7467,0.8523,1,211,7,72.32
3,1,211,8,69.86,0.7379,0.7704,1,180,2,70.27
3,1,183,8,73.27,0.8041,0.4285,0,52,10,67.15
4,1,332,13,0.0,0.0,0.743,0,237,0,61.23
2,1,349,28,45.58,0.4805,0.8493,1,52,9,54.77
2,1,118,6,57.52,0.6018,0.6787,1,40,5,64.83
1,1,188,13,53.94,0.5807,0.899,1,361,3,50.54
3,2,41,2,0.0,0.0,0.7462,1,236,0,53.49
2,1,206,9,40.6,0.4135,0.9567,1,351,9,43.41
1,2,172,7,46.91,0.4834,0.7935,0,70,9,47.18
1,2,134,7,44.88,0.4501,0.6421,1,46,8,33.65
1,1,197,8,50.84,0.4778,0.6218,1,201,9,36.95
3,1,42,3,69.39,0.6885,0.8221,1,213,7,65.97
1,1,304,17,32.33,0.3311,0.5634,0,146,7,28.81
2,3,124,6,60.94,0.5647,0.9933,1,125,4,69.99
4,2,105,6,0.0,0.0,0.6481,0,15,0,69.96
4,2,155,11,73.16,0.7201,0.3336,0,105,6,67.46
2,1,73,5,0.0,0.0,0.8216,1,225,0,54.43
1,2,301,15,57.67,0.5638,0.3833,0,69,6,48.35
2,1,340,14,59.64,0.6524,0.667,1,298,4,53.34
4,2,69,4,71.16,0.742,0.6976,1,128,9,77.24
2,1,97,5,46.94,0.4532,0.5123,1,315,5,43.37
2,1,201,8,53.6,0.5512,0.5905,1,230,3,48.97
2,1,205,8,46.8,0.5043,0.8432,1,299,8,42.48
1,2,248,16,55.64,0.5192,0.8652,1,170,5,55.94
4,1,73,4,63.17,0.6937,0.6182,1,283,8,61.06
2,1,104,5,40.67,0.3945,0.58,0,179,9,39.11
1,3,74,2,53.88,0.4799,0.6032,0,324,2,49.49
3,3,142,10,88.57,0.7659,0.4533,0,152,2,77.32
1,1,240,9,23.57,0.2416,0.8679,1,16,5,23.96
2,1,166,6,22.92,0.2074,0.6943,0,264,2,17.94
1,1,215,10,0.0,0.0,0.8797,1,267,0,69.17
1,2,154,8,0.0,0.0,0.9124,1,186,0,58.0
4,2,260,15,65.66,0.5798,0.3126,0,92,9,56.59
1,2,62,3,33.53,0.3575,0.8197,0,308,6,37.13
1,1,159,10,32.52,0.3079,0.6121,0,113,8,28.58
1,2,212,12,37.79,0.4128,0.9849,1,211,5,37.69
1,2,144,6,59.61,0.5654,0.6516,1,156,2,56.2
3,2,245,14,55.48,0.5665,0.5943,1,125,3,52.47
3,3,334,19,67.4,0.6378,0.917,1,55,7,76.17
3,1,95,3,68.24,0.7406,0.6603,1,354,5,63.07
1,3,277,11,71.85,0.7437,0.5738,1,132,9,62.29
3,3,219,14,80.25,0.7944,0.9437,1,154,3,93.62
2,2,54,3,48.16,0.4337,0.9045,1,133,3,54.47
1,1,295,15,0.0,0.0,0.8594,1,199,0,41.4
4,3,162,8,68.36,0.6496,0.8603,1,147,7,66.8
3,1,209,8,36.34,0.3867,0.9656,1,314,6,43.74
4,1,89,6,55.37,0.5102,0.6838,0,14,5,45.26
3,3,69,3,59.0,0.5492,0.7879,1,213,2,53.99
3,2,147,12,80.76,0.714,0.8587,1,70,4,83.11
3,1,160,7,71.22,0.6334,0.5582,1,172,9,71.0
3,1,315,18,57.78,0.6024,0.8286,0,358,10,60.64
1,2,296,13,50.07,0.4717,0.5462,1,295,2,45.96
3,2,168,7,73.37,0.7031,0.8988,1,142,2,72.74
4,1,82,4,85.66,0.9281,0.8458,1,220,10,81.53
3,3,252,13,66.34,0.6597,0.662,1,106,2,66.26
3,1,48,2,57.83,0.6092,0.5314,1,198,10,47.44
3,3,43,3,41.28,0.4008,0.8647,1,43,2,45.83
2,1,242,19,59.8,0.6267,0.6088,1,213,4,65.46
1,2,126,9,73.15,0.7356,0.5771,1,210,6,75.72
2,3,348,15,67.27,0.7343,0.9466,1,347,3,77.06
2,1,251,16,56.57,0.5077,0.804,1,10,9,56.3
2,2,140,10,68.95,0.7536,0.5458,1,35,6,71.9
4,1,279,12,57.51,0.5988,0.9149,1,112,1,58.67
4,1,104,6,59.66,0.6534,0.8295,0,357,5,57.76
2,3,347,19,79.35,0.7805,0.7013,1,112,4,73.99
2,1,132,5,79.48,0.7037,0.6916,0,18,3,66.91
1,3,202,10,58.87,0.6267,0.8587,1,350,10,58.73
2,1,206,11,54.49,0.5985,0.6858,1,35,6,58.06
4,1,270,11,63.95,0.5542,0.7658,1,149,3,60.69
3,1,145,12,65.07,0.7076,0.8266,1,175,10,79.67
2,1,222,15,52.59,0.4545,0.832,1,127,10,52.34
3,2,57,3,59.61,0.5541,0.8996,1,330,4,62.03
1,2,162,12,82.56,0.8599,0.665,1,149,9,89.37
1,3,217,11,50.06,0.4877,0.5301,1,10,3,44.99
2,1,106,5,56.1,0.5642,0.548,1,348,1,52.03
2,3,149,6,68.18,0.6584,0.727,1,28,6,60.45
4,1,272,18,74.15,0.8129,0.5408,0,209,9,69.55
3,3,320,13,59.99,0.5729,0.6506,0,116,8,53.86
3,1,220,13,64.21,0.5508,0.8625,1,306,3,65.95
1,1,48,3,48.53,0.5065,0.6891,1,154,9,48.11
4,2,25,2,59.74,0.5771,0.7724,1,232,8,61.43
4,3,255,10,69.2,0.7423,0.9953,1,141,1,74.93
3,1,186,8,66.76,0.6007,0.6931,1,149,7,59.89
4,2,65,4,61.72,0.6125,0.6605,1,35,10,61.86
3,3,213,12,66.1,0.6492,0.8372,1,228,2,65.68
3,3,173,7,96.28,1,0.6743,1,154,9,85.39
4,3,194,8,68.12,0.706,0.6287,1,47,4,64.06
1,2,316,13,41.33,0.4374,0.6292,1,306,9,42.48
4,2,234,15,82.39,0.8567,0.8498,1,97,8,82.46
3,3,240,17,68.51,0.6809,0.8213,1,277,7,71.08
3,1,29,2,62.36,0.5995,0.3953,0,255,9,56.01
3,3,203,13,56.14,0.5245,0.566,1,74,10,51.45
1,1,315,17,54.41,0.5143,0.6979,0,124,4,46.34
2,3,207,15,53.59,0.5001,0.6781,1,314,1,61.16
4,1,266,10,65.79,0.7138,0.5394,1,303,8,51.65
3,3,209,10,53.92,0.5106,0.4226,0,287,3,48.97
3,1,118,8,62.51,0.556,0.5679,1,137,6,64.08
2,2,233,15,69.6,0.67,0.7522,1,364,1,70.74
4,3,185,8,71.78,0.7123,0.8766,1,35,2,77.0
1,3,274,15,71.6,0.7864,0.9207,1,39,4,74.79
2,1,212,8,32.43,0.2888,0.9722,1,226,2,34.36
3,3,106,7,67.5,0.7076,0.3089,0,179,2,60.68
4,3,30,2,76.82,0.6909,0.7205,1,364,3,84.48
4,2,30,2,84.38,0.8459,0.6576,1,39,6,86.13
2,2,65,2,49.17,0.5299,0.7781,1,142,2,48.91
1,1,163,7,44.92,0.4333,0.8998,1,18,2,44.82
1,2,92,5,32.21,0.2785,0.8611,1,142,5,38.27
1,2,350,16,40.85,0.4108,0.9679,1,103,5,40.18
3,1,141,7,55.61,0.4941,0.8145,1,183,7,46.71
2,1,187,9,51.11,0.4848,0.8563,1,269,9,49.57
2,1,256,13,38.21,0.4007,0.3465,0,34,1,30.87
1,1,202,8,43.48,0.4363,0.9454,1,47,8,53.78
4,1,43,2,66.04,0.6601,0.7939,1,327,3,64.6
2,3,187,8,44.99,0.3984,0.6939,1,140,1,44.24
2,1,35,2,44.19,0.3922,0.3969,0,357,4,34.73
4,1,124,5,0.0,0.0,0.9082,1,113,0,81.4
4,1,181,9,57.34,0.6196,0.5555,0,95,8,54.85
1,2,284,13,38.87,0.3899,0.5947,1,359,1,34.27
2,2,243,11,63.86,0.6611,0.634,1,241,3,64.56
4,2,208,10,0.0,0.0,0.9429,1,188,0,73.74
1,1,213,10,44.62,0.3961,0.5357,1,220,2,41.51
3,2,322,18,69.99,0.737,0.5862,1,328,6,72.91
3,3,245,14,64.33,0.6534,0.5135,1,352,5,60.84
2,3,79,5,56.72,0.5208,0.9255,1,90,8,61.03
1,3,73,2,75.1,0.7852,0.648,1,349,2,69.18
3,3,103,4,59.73,0.5677,0.552,1,308,8,58.66
1,3,54,3,51.27,0.5319,0.8369,1,31,4,51.44
4,2,293,16,57.1,0.6223,0.6409,1,214,5,58.79
3,3,91,6,77.22,0.6912,0.8574,1,233,10,81.06
2,1,33,2,48.24,0.4405,0.8349,0,154,1,49.34
4,3,82,6,76.87,0.7392,0.7031,1,322,9,77.09
1,3,107,5,48.55,0.4196,0.7111,1,20,3,47.35
2,3,125,5,59.0,0.5512,0.5943,1,59,8,59.06
3,1,163,10,65.38,0.556,0.8446,1,223,8,64.19
2,3,56,4,52.5,0.5164,0.9113,1,233,6,69.18
2,3,130,5,46.5,0.487,0.6072,1,257,8,41.6
4,3,83,3,79.91,0.8616,0.884,1,100,8,78.06
4,3,181,7,76.0,0.6754,0.5784,1,125,1,69.94
2,1,139,8,33.71,0.3254,0.9281,1,280,2,37.03
1,2,271,14,49.39,0.4975,0.791,1,13,1,48.16
1,3,63,3,51.67,0.5176,0.5584,1,267,7,48.12
4,3,298,14,64.06,0.6241,0.5083,1,87,8,56.31
4,2,229,12,67.0,0.672,0.9147,1,80,2,65.33
2,2,191,12,58.46,0.4982,0.6489,1,79,4,55.35
1,2,341,19,54.25,0.5952,0.8822,1,303,9,52.47
1,3,329,18,41.92,0.3932,0.7855,1,217,10,41.77
3,1,336,14,64.33,0.5649,0.6445,1,244,4,56.65
2,2,322,16,58.22,0.6079,0.6326,1,171,8,56.28
1,3,226,9,65.91,0.7192,0.7882,0,26,5,61.34
4,1,228,13,66.96,0.7098,0.5941,0,139,8,63.27
3,3,309,13,73.87,0.7305,0.9022,1,178,9,69.65
2,3,329,15,63.69,0.5583,0.9921,1,131,4,60.98
1,1,214,8,0.0,0.0,0.3253,0,186,0,41.95
4,3,330,19,67.91,0.5801,0.6787,1,159,3,68.15
2,2,302,14,54.37,0.5305,0.8605,1,19,4,59.97
1,3,42,3,41.9,0.4347,0.9443,1,72,10,51.04
3,2,154,11,71.6,0.6577,0.711,1,215,9,70.73
3,1,97,4,60.59,0.5327,0.8056,1,233,2,61.25
4,1,119,4,62.64,0.5693,0.8238,1,160,2,61.79
4,1,224,14,68.94,0.704,0.7986,1,317,4,68.12
2,3,140,8,66.66,0.6145,0.6091,1,95,7,53.81
1,1,119,4,39.39,0.4263,0.6184,1,337,1,42.56
4,1,242,10,74.86,0.7518,0.8562,1,174,8,73.58
3,1,112,5,71.99,0.6371,0.5507,1,69,5,67.03
3,3,68,3,0.0,0.0,0.5261,1,336,0,63.71
1,2,254,14,44.34,0.4477,0.5706,1,234,4,46.48
3,1,85,5,59.74,0.6127,0.7297,1,143,4,62.56
2,1,195,12,67.57,0.5954,0.3457,0,45,8,60.39
2,1,332,13,50.92,0.5521,0.753,1,99,6,53.37
3,1,270,14,59.44,0.5699,0.5313,1,102,3,51.42
1,2,133,5,41.24,0.4003,0.7559,1,61,3,34.42
3,2,269,18,67.74,0.7003,0.6894,1,93,4,64.13
4,3,139,9,85.22,0.7534,0.6285,1,202,6,85.28
